block_number,block_timestamp
1339821,2016-04-15 07:27:52
1339822,2016-04-15 07:28:08
1339833,2016-04-15 07:31:53
1339834,2016-04-15 07:31:56
1339835,2016-04-15 07:32:14
1339836,2016-04-15 07:32:41
1339837,2016-04-15 07:33:19
1339838,2016-04-15 07:33:41
1339839,2016-04-15 07:33:44
1339840,2016-04-15 07:33:48
1339841,2016-04-15 07:33:52
1339842,2016-04-15 07:33:56
1339823,2016-04-15 07:28:23
1339824,2016-04-15 07:28:32
1339825,2016-04-15 07:29:34
1339826,2016-04-15 07:29:55
1339827,2016-04-15 07:30:14
1339828,2016-04-15 07:30:19
1339829,2016-04-15 07:30:35
1339830,2016-04-15 07:30:39
1339831,2016-04-15 07:31:16
1339832,2016-04-15 07:31:30
1339843,2016-04-15 07:33:59
1339844,2016-04-15 07:34:12
1339845,2016-04-15 07:34:24
1339846,2016-04-15 07:34:32
1339847,2016-04-15 07:34:47
1339848,2016-04-15 07:35:00
1339849,2016-04-15 07:35:18
1339850,2016-04-15 07:35:57
1339851,2016-04-15 07:36:17
1339852,2016-04-15 07:36:50
1339863,2016-04-15 07:40:47
1339864,2016-04-15 07:40:54
1339865,2016-04-15 07:41:04
1339866,2016-04-15 07:41:09
1339867,2016-04-15 07:41:14
1339868,2016-04-15 07:41:31
1339869,2016-04-15 07:41:33
1339870,2016-04-15 07:41:42
1339871,2016-04-15 07:41:51
1339872,2016-04-15 07:42:06
1339853,2016-04-15 07:37:10
1339854,2016-04-15 07:37:23
1339855,2016-04-15 07:37:26
1339856,2016-04-15 07:37:31
1339857,2016-04-15 07:38:14
1339858,2016-04-15 07:39:17
1339859,2016-04-15 07:39:35
1339860,2016-04-15 07:40:02
1339861,2016-04-15 07:40:11
1339862,2016-04-15 07:40:40
1339883,2016-04-15 07:45:03
1339884,2016-04-15 07:45:11
1339885,2016-04-15 07:46:25
1339886,2016-04-15 07:46:51
1339887,2016-04-15 07:46:53
1339888,2016-04-15 07:47:09
1339889,2016-04-15 07:47:24
1339890,2016-04-15 07:47:27
1339891,2016-04-15 07:47:41
1339892,2016-04-15 07:47:53
1339893,2016-04-15 07:47:56
1339894,2016-04-15 07:48:15
1339895,2016-04-15 07:48:16
1339896,2016-04-15 07:48:18
1339897,2016-04-15 07:48:22
1339898,2016-04-15 07:48:27
1339899,2016-04-15 07:48:30
1339900,2016-04-15 07:48:36
1339901,2016-04-15 07:49:03
1339902,2016-04-15 07:49:12
1339873,2016-04-15 07:42:08
1339874,2016-04-15 07:42:30
1339875,2016-04-15 07:42:35
1339876,2016-04-15 07:42:40
1339877,2016-04-15 07:43:22
1339878,2016-04-15 07:43:45
1339879,2016-04-15 07:43:59
1339880,2016-04-15 07:44:04
1339881,2016-04-15 07:44:32
1339882,2016-04-15 07:44:46
1339903,2016-04-15 07:49:35
1339904,2016-04-15 07:49:43
1339905,2016-04-15 07:50:29
1339906,2016-04-15 07:50:55
1339907,2016-04-15 07:50:58
1339908,2016-04-15 07:51:33
1339909,2016-04-15 07:51:38
1339910,2016-04-15 07:51:45
1339911,2016-04-15 07:51:48
1339912,2016-04-15 07:51:52
1339913,2016-04-15 07:52:32
1339914,2016-04-15 07:52:49
1339915,2016-04-15 07:53:22
1339916,2016-04-15 07:53:24
1339917,2016-04-15 07:54:23
1339918,2016-04-15 07:54:28
1339919,2016-04-15 07:54:48
1339920,2016-04-15 07:54:50
1339921,2016-04-15 07:55:05
1339922,2016-04-15 07:55:12
1339923,2016-04-15 07:55:22
1339924,2016-04-15 07:55:24
1339925,2016-04-15 07:55:57
1339926,2016-04-15 07:56:00
1339927,2016-04-15 07:56:14
1339928,2016-04-15 07:56:21
1339929,2016-04-15 07:56:27
1339930,2016-04-15 07:57:20
1339931,2016-04-15 07:57:30
1339932,2016-04-15 07:57:39
1339933,2016-04-15 07:58:12
1339934,2016-04-15 07:58:21
1339935,2016-04-15 07:58:31
1339936,2016-04-15 07:58:42
1339937,2016-04-15 07:58:53
1339938,2016-04-15 07:59:13
1339939,2016-04-15 07:59:25
1339940,2016-04-15 07:59:29
1339941,2016-04-15 07:59:32
1339942,2016-04-15 07:59:58
1339953,2016-04-15 08:02:46
1339954,2016-04-15 08:02:53
1339955,2016-04-15 08:03:40
1339956,2016-04-15 08:03:58
1339957,2016-04-15 08:04:14
1339958,2016-04-15 08:04:34
1339959,2016-04-15 08:04:54
1339960,2016-04-15 08:05:11
1339961,2016-04-15 08:05:18
1339962,2016-04-15 08:05:28
1339963,2016-04-15 08:05:33
1339964,2016-04-15 08:05:41
1339965,2016-04-15 08:05:51
1339966,2016-04-15 08:06:01
1339967,2016-04-15 08:06:20
1339968,2016-04-15 08:06:28
1339969,2016-04-15 08:06:35
1339970,2016-04-15 08:06:49
1339971,2016-04-15 08:07:07
1339972,2016-04-15 08:07:10
1339943,2016-04-15 08:00:00
1339944,2016-04-15 08:00:14
1339945,2016-04-15 08:00:18
1339946,2016-04-15 08:00:26
1339947,2016-04-15 08:00:55
1339948,2016-04-15 08:01:05
1339949,2016-04-15 08:02:08
1339950,2016-04-15 08:02:16
1339951,2016-04-15 08:02:21
1339952,2016-04-15 08:02:38
1339973,2016-04-15 08:07:18
1339974,2016-04-15 08:07:22
1339975,2016-04-15 08:07:25
1339976,2016-04-15 08:07:36
1339977,2016-04-15 08:07:44
1339978,2016-04-15 08:07:50
1339979,2016-04-15 08:08:15
1339980,2016-04-15 08:08:23
1339981,2016-04-15 08:08:51
1339982,2016-04-15 08:09:05
1339983,2016-04-15 08:09:09
1339984,2016-04-15 08:09:17
1339985,2016-04-15 08:10:19
1339986,2016-04-15 08:10:29
1339987,2016-04-15 08:10:31
1339988,2016-04-15 08:10:36
1339989,2016-04-15 08:10:40
1339990,2016-04-15 08:10:47
1339991,2016-04-15 08:11:14
1339992,2016-04-15 08:11:35
1339993,2016-04-15 08:11:43
1339994,2016-04-15 08:11:46
1339995,2016-04-15 08:12:08
1339996,2016-04-15 08:12:25
1339997,2016-04-15 08:12:57
1339998,2016-04-15 08:13:09
1339999,2016-04-15 08:13:30
1340000,2016-04-15 08:13:41
1340001,2016-04-15 08:13:58
1340002,2016-04-15 08:14:12
1340003,2016-04-15 08:14:46
1340004,2016-04-15 08:14:56
1340005,2016-04-15 08:15:08
1340006,2016-04-15 08:15:29
1340007,2016-04-15 08:15:34
1340008,2016-04-15 08:15:52
1340009,2016-04-15 08:16:01
1340010,2016-04-15 08:16:03
1340011,2016-04-15 08:16:12
1340012,2016-04-15 08:16:20
1340013,2016-04-15 08:16:40
1340014,2016-04-15 08:17:02
1340015,2016-04-15 08:17:36
1340016,2016-04-15 08:17:58
1340017,2016-04-15 08:18:06
1340018,2016-04-15 08:18:27
1340019,2016-04-15 08:18:40
1340020,2016-04-15 08:19:03
1340021,2016-04-15 08:19:12
1340022,2016-04-15 08:19:27
1340023,2016-04-15 08:19:34
1340024,2016-04-15 08:19:37
1340025,2016-04-15 08:19:42
1340026,2016-04-15 08:20:00
1340027,2016-04-15 08:20:17
1340028,2016-04-15 08:20:31
1340029,2016-04-15 08:21:08
1340030,2016-04-15 08:21:14
1340031,2016-04-15 08:21:18
1340032,2016-04-15 08:21:25
1340033,2016-04-15 08:21:34
1340034,2016-04-15 08:21:57
1340035,2016-04-15 08:22:12
1340036,2016-04-15 08:22:30
1340037,2016-04-15 08:22:41
1340038,2016-04-15 08:22:43
1340039,2016-04-15 08:22:54
1340040,2016-04-15 08:22:59
1340041,2016-04-15 08:23:15
1340042,2016-04-15 08:23:40
1340043,2016-04-15 08:24:08
1340044,2016-04-15 08:24:26
1340045,2016-04-15 08:24:35
1340046,2016-04-15 08:24:47
1340047,2016-04-15 08:24:56
1340048,2016-04-15 08:25:06
1340049,2016-04-15 08:25:13
1340050,2016-04-15 08:25:16
1340051,2016-04-15 08:25:20
1340052,2016-04-15 08:25:29
1340053,2016-04-15 08:25:50
1340054,2016-04-15 08:26:16
1340055,2016-04-15 08:26:27
1340056,2016-04-15 08:26:28
1340057,2016-04-15 08:26:33
1340058,2016-04-15 08:26:50
1340059,2016-04-15 08:26:54
1340060,2016-04-15 08:27:03
1340061,2016-04-15 08:27:05
1340062,2016-04-15 08:27:25
1340063,2016-04-15 08:27:32
1340064,2016-04-15 08:28:10
1340065,2016-04-15 08:28:12
1340066,2016-04-15 08:28:15
1340067,2016-04-15 08:28:24
1340068,2016-04-15 08:28:31
1340069,2016-04-15 08:29:18
1340070,2016-04-15 08:30:19
1340071,2016-04-15 08:30:27
1340072,2016-04-15 08:31:02
1340073,2016-04-15 08:31:16
1340074,2016-04-15 08:31:26
1340075,2016-04-15 08:31:28
1340076,2016-04-15 08:31:43
1340077,2016-04-15 08:31:52
1340078,2016-04-15 08:32:05
1340079,2016-04-15 08:32:29
1340080,2016-04-15 08:32:39
1340081,2016-04-15 08:32:56
1340082,2016-04-15 08:33:00
1340083,2016-04-15 08:33:05
1340084,2016-04-15 08:33:07
1340085,2016-04-15 08:33:12
1340086,2016-04-15 08:33:27
1340087,2016-04-15 08:33:40
1340088,2016-04-15 08:33:51
1340089,2016-04-15 08:33:52
1340090,2016-04-15 08:33:57
1340091,2016-04-15 08:34:11
1340092,2016-04-15 08:34:16
1340093,2016-04-15 08:34:21
1340094,2016-04-15 08:34:51
1340095,2016-04-15 08:34:54
1340096,2016-04-15 08:35:21
1340097,2016-04-15 08:35:25
1340098,2016-04-15 08:35:34
1340099,2016-04-15 08:35:39
1340100,2016-04-15 08:35:43
1340101,2016-04-15 08:35:46
1340102,2016-04-15 08:36:04
1340103,2016-04-15 08:36:19
1340104,2016-04-15 08:36:41
1340105,2016-04-15 08:36:43
1340106,2016-04-15 08:37:11
1340107,2016-04-15 08:37:25
1340108,2016-04-15 08:37:36
1340109,2016-04-15 08:37:38
1340110,2016-04-15 08:37:45
1340111,2016-04-15 08:37:51
1340112,2016-04-15 08:38:02
1340123,2016-04-15 08:40:19
1340124,2016-04-15 08:40:29
1340125,2016-04-15 08:40:46
1340126,2016-04-15 08:40:50
1340127,2016-04-15 08:40:53
1340128,2016-04-15 08:41:08
1340129,2016-04-15 08:41:16
1340130,2016-04-15 08:41:22
1340131,2016-04-15 08:41:24
1340132,2016-04-15 08:41:30
1340113,2016-04-15 08:38:07
1340114,2016-04-15 08:38:32
1340115,2016-04-15 08:38:40
1340116,2016-04-15 08:38:56
1340117,2016-04-15 08:39:02
1340118,2016-04-15 08:39:11
1340119,2016-04-15 08:39:24
1340120,2016-04-15 08:39:37
1340121,2016-04-15 08:39:55
1340122,2016-04-15 08:40:10
1340133,2016-04-15 08:41:38
1340134,2016-04-15 08:41:53
1340135,2016-04-15 08:42:26
1340136,2016-04-15 08:42:34
1340137,2016-04-15 08:42:39
1340138,2016-04-15 08:43:02
1340139,2016-04-15 08:43:09
1340140,2016-04-15 08:43:14
1340141,2016-04-15 08:43:22
1340142,2016-04-15 08:43:27
1340153,2016-04-15 08:45:59
1340154,2016-04-15 08:46:08
1340155,2016-04-15 08:46:25
1340156,2016-04-15 08:46:29
1340157,2016-04-15 08:47:13
1340158,2016-04-15 08:47:23
1340159,2016-04-15 08:47:51
1340160,2016-04-15 08:47:54
1340161,2016-04-15 08:47:57
1340162,2016-04-15 08:48:03
1340143,2016-04-15 08:43:57
1340144,2016-04-15 08:44:35
1340145,2016-04-15 08:44:41
1340146,2016-04-15 08:45:02
1340147,2016-04-15 08:45:05
1340148,2016-04-15 08:45:08
1340149,2016-04-15 08:45:12
1340150,2016-04-15 08:45:16
1340151,2016-04-15 08:45:29
1340152,2016-04-15 08:45:58
1340173,2016-04-15 08:50:06
1340174,2016-04-15 08:50:32
1340175,2016-04-15 08:51:06
1340176,2016-04-15 08:51:21
1340177,2016-04-15 08:51:25
1340178,2016-04-15 08:51:51
1340179,2016-04-15 08:52:12
1340180,2016-04-15 08:52:20
1340181,2016-04-15 08:52:31
1340182,2016-04-15 08:52:47
1340163,2016-04-15 08:48:08
1340164,2016-04-15 08:48:21
1340165,2016-04-15 08:48:33
1340166,2016-04-15 08:48:44
1340167,2016-04-15 08:48:57
1340168,2016-04-15 08:49:04
1340169,2016-04-15 08:49:07
1340170,2016-04-15 08:49:12
1340171,2016-04-15 08:49:43
1340172,2016-04-15 08:49:56
1340183,2016-04-15 08:52:49
1340184,2016-04-15 08:52:55
1340185,2016-04-15 08:53:17
1340186,2016-04-15 08:53:30
1340187,2016-04-15 08:53:31
1340188,2016-04-15 08:53:38
1340189,2016-04-15 08:53:43
1340190,2016-04-15 08:54:03
1340191,2016-04-15 08:54:22
1340192,2016-04-15 08:54:34
1340203,2016-04-15 08:57:56
1340204,2016-04-15 08:58:00
1340205,2016-04-15 08:58:12
1340206,2016-04-15 08:58:13
1340207,2016-04-15 08:58:40
1340208,2016-04-15 08:58:57
1340209,2016-04-15 08:59:01
1340210,2016-04-15 08:59:04
1340211,2016-04-15 08:59:13
1340212,2016-04-15 08:59:42
1340193,2016-04-15 08:55:10
1340194,2016-04-15 08:55:18
1340195,2016-04-15 08:55:27
1340196,2016-04-15 08:55:30
1340197,2016-04-15 08:56:29
1340198,2016-04-15 08:56:52
1340199,2016-04-15 08:57:05
1340200,2016-04-15 08:57:19
1340201,2016-04-15 08:57:36
1340202,2016-04-15 08:57:42
1340223,2016-04-15 09:01:31
1340224,2016-04-15 09:01:53
1340225,2016-04-15 09:01:59
1340226,2016-04-15 09:02:07
1340227,2016-04-15 09:02:13
1340228,2016-04-15 09:02:16
1340229,2016-04-15 09:02:22
1340230,2016-04-15 09:02:27
1340231,2016-04-15 09:02:45
1340232,2016-04-15 09:03:37
1340213,2016-04-15 08:59:52
1340214,2016-04-15 09:00:02
1340215,2016-04-15 09:00:13
1340216,2016-04-15 09:00:31
1340217,2016-04-15 09:00:33
1340218,2016-04-15 09:00:36
1340219,2016-04-15 09:00:46
1340220,2016-04-15 09:00:48
1340221,2016-04-15 09:00:51
1340222,2016-04-15 09:01:03
1340233,2016-04-15 09:03:51
1340234,2016-04-15 09:03:59
1340235,2016-04-15 09:04:08
1340236,2016-04-15 09:04:11
1340237,2016-04-15 09:04:49
1340238,2016-04-15 09:05:16
1340239,2016-04-15 09:05:19
1340240,2016-04-15 09:05:38
1340241,2016-04-15 09:05:42
1340242,2016-04-15 09:05:47
1340253,2016-04-15 09:09:09
1340254,2016-04-15 09:09:36
1340255,2016-04-15 09:10:02
1340256,2016-04-15 09:10:07
1340257,2016-04-15 09:11:32
1340258,2016-04-15 09:11:38
1340259,2016-04-15 09:11:39
1340260,2016-04-15 09:11:54
1340261,2016-04-15 09:11:59
1340262,2016-04-15 09:12:06
1340243,2016-04-15 09:05:49
1340244,2016-04-15 09:05:56
1340245,2016-04-15 09:06:04
1340246,2016-04-15 09:06:42
1340247,2016-04-15 09:06:52
1340248,2016-04-15 09:07:54
1340249,2016-04-15 09:07:58
1340250,2016-04-15 09:08:12
1340251,2016-04-15 09:08:23
1340252,2016-04-15 09:08:56
1340273,2016-04-15 09:15:01
1340274,2016-04-15 09:15:12
1340275,2016-04-15 09:15:16
1340276,2016-04-15 09:15:19
1340277,2016-04-15 09:15:29
1340278,2016-04-15 09:15:36
1340279,2016-04-15 09:15:39
1340280,2016-04-15 09:15:44
1340281,2016-04-15 09:15:51
1340282,2016-04-15 09:16:17
1340263,2016-04-15 09:12:16
1340264,2016-04-15 09:12:22
1340265,2016-04-15 09:13:20
1340266,2016-04-15 09:13:25
1340267,2016-04-15 09:14:02
1340268,2016-04-15 09:14:14
1340269,2016-04-15 09:14:20
1340270,2016-04-15 09:14:40
1340271,2016-04-15 09:14:43
1340272,2016-04-15 09:14:55
1340283,2016-04-15 09:16:23
1340284,2016-04-15 09:16:34
1340285,2016-04-15 09:16:43
1340286,2016-04-15 09:16:51
1340287,2016-04-15 09:16:57
1340288,2016-04-15 09:17:17
1340289,2016-04-15 09:17:22
1340290,2016-04-15 09:17:45
1340291,2016-04-15 09:17:51
1340292,2016-04-15 09:17:56
1340303,2016-04-15 09:20:06
1340304,2016-04-15 09:20:23
1340305,2016-04-15 09:20:36
1340306,2016-04-15 09:21:04
1340307,2016-04-15 09:21:14
1340308,2016-04-15 09:21:26
1340309,2016-04-15 09:22:21
1340310,2016-04-15 09:22:23
1340311,2016-04-15 09:22:28
1340312,2016-04-15 09:22:34
1340293,2016-04-15 09:17:59
1340294,2016-04-15 09:18:15
1340295,2016-04-15 09:18:27
1340296,2016-04-15 09:18:51
1340297,2016-04-15 09:19:14
1340298,2016-04-15 09:19:16
1340299,2016-04-15 09:19:23
1340300,2016-04-15 09:19:31
1340301,2016-04-15 09:19:41
1340302,2016-04-15 09:19:48
1340323,2016-04-15 09:26:12
1340324,2016-04-15 09:26:21
1340325,2016-04-15 09:27:05
1340326,2016-04-15 09:27:07
1340327,2016-04-15 09:27:11
1340328,2016-04-15 09:27:46
1340329,2016-04-15 09:27:50
1340330,2016-04-15 09:28:20
1340331,2016-04-15 09:28:28
1340332,2016-04-15 09:28:37
1340313,2016-04-15 09:22:42
1340314,2016-04-15 09:22:52
1340315,2016-04-15 09:22:53
1340316,2016-04-15 09:23:13
1340317,2016-04-15 09:23:27
1340318,2016-04-15 09:23:32
1340319,2016-04-15 09:23:38
1340320,2016-04-15 09:24:01
1340321,2016-04-15 09:24:09
1340322,2016-04-15 09:25:52
1340333,2016-04-15 09:29:10
1340334,2016-04-15 09:29:26
1340335,2016-04-15 09:29:36
1340336,2016-04-15 09:29:47
1340337,2016-04-15 09:29:48
1340338,2016-04-15 09:29:55
1340339,2016-04-15 09:29:57
1340340,2016-04-15 09:30:25
1340341,2016-04-15 09:30:41
1340342,2016-04-15 09:30:57
1340373,2016-04-15 09:40:51
1340374,2016-04-15 09:41:14
1340375,2016-04-15 09:41:25
1340376,2016-04-15 09:41:43
1340377,2016-04-15 09:41:48
1340378,2016-04-15 09:41:59
1340379,2016-04-15 09:42:07
1340380,2016-04-15 09:42:36
1340381,2016-04-15 09:42:50
1340382,2016-04-15 09:43:18
1340343,2016-04-15 09:31:15
1340344,2016-04-15 09:31:45
1340345,2016-04-15 09:31:56
1340346,2016-04-15 09:32:07
1340347,2016-04-15 09:32:34
1340348,2016-04-15 09:33:07
1340349,2016-04-15 09:33:12
1340350,2016-04-15 09:33:20
1340351,2016-04-15 09:33:31
1340352,2016-04-15 09:33:35
1340353,2016-04-15 09:34:15
1340354,2016-04-15 09:34:29
1340355,2016-04-15 09:35:03
1340356,2016-04-15 09:35:09
1340357,2016-04-15 09:35:34
1340358,2016-04-15 09:35:56
1340359,2016-04-15 09:36:09
1340360,2016-04-15 09:36:36
1340361,2016-04-15 09:37:11
1340362,2016-04-15 09:37:34
1340363,2016-04-15 09:37:55
1340364,2016-04-15 09:38:02
1340365,2016-04-15 09:38:09
1340366,2016-04-15 09:38:16
1340367,2016-04-15 09:38:20
1340368,2016-04-15 09:38:25
1340369,2016-04-15 09:38:30
1340370,2016-04-15 09:38:46
1340371,2016-04-15 09:40:08
1340372,2016-04-15 09:40:25
1340383,2016-04-15 09:43:22
1340384,2016-04-15 09:43:29
1340385,2016-04-15 09:43:56
1340386,2016-04-15 09:44:06
1340387,2016-04-15 09:44:19
1340388,2016-04-15 09:44:27
1340389,2016-04-15 09:44:29
1340390,2016-04-15 09:44:30
1340391,2016-04-15 09:44:33
1340392,2016-04-15 09:44:47
1340393,2016-04-15 09:44:52
1340394,2016-04-15 09:45:06
1340395,2016-04-15 09:45:15
1340396,2016-04-15 09:45:41
1340397,2016-04-15 09:46:13
1340398,2016-04-15 09:46:17
1340399,2016-04-15 09:46:19
1340400,2016-04-15 09:46:23
1340401,2016-04-15 09:46:29
1340402,2016-04-15 09:46:37
1340413,2016-04-15 09:49:06
1340414,2016-04-15 09:49:27
1340415,2016-04-15 09:49:57
1340416,2016-04-15 09:50:01
1340417,2016-04-15 09:50:03
1340418,2016-04-15 09:50:05
1340419,2016-04-15 09:50:06
1340420,2016-04-15 09:50:18
1340421,2016-04-15 09:50:36
1340422,2016-04-15 09:51:24
1340423,2016-04-15 09:51:28
1340424,2016-04-15 09:52:34
1340425,2016-04-15 09:52:37
1340426,2016-04-15 09:52:50
1340427,2016-04-15 09:52:56
1340428,2016-04-15 09:53:21
1340429,2016-04-15 09:54:00
1340430,2016-04-15 09:54:23
1340431,2016-04-15 09:54:35
1340432,2016-04-15 09:54:51
1340403,2016-04-15 09:46:40
1340404,2016-04-15 09:46:42
1340405,2016-04-15 09:46:54
1340406,2016-04-15 09:47:10
1340407,2016-04-15 09:47:33
1340408,2016-04-15 09:47:45
1340409,2016-04-15 09:47:59
1340410,2016-04-15 09:48:02
1340411,2016-04-15 09:48:23
1340412,2016-04-15 09:49:00
1340433,2016-04-15 09:55:08
1340434,2016-04-15 09:55:14
1340435,2016-04-15 09:55:18
1340436,2016-04-15 09:55:24
1340437,2016-04-15 09:55:35
1340438,2016-04-15 09:55:45
1340439,2016-04-15 09:55:46
1340440,2016-04-15 09:55:55
1340441,2016-04-15 09:56:15
1340442,2016-04-15 09:56:26
1340443,2016-04-15 09:56:28
1340444,2016-04-15 09:56:40
1340445,2016-04-15 09:56:43
1340446,2016-04-15 09:57:00
1340447,2016-04-15 09:57:11
1340448,2016-04-15 09:57:21
1340449,2016-04-15 09:57:27
1340450,2016-04-15 09:57:32
1340451,2016-04-15 09:58:10
1340452,2016-04-15 09:58:21
1340453,2016-04-15 09:58:39
1340454,2016-04-15 09:58:55
1340455,2016-04-15 09:59:15
1340456,2016-04-15 09:59:27
1340457,2016-04-15 09:59:39
1340458,2016-04-15 09:59:47
1340459,2016-04-15 09:59:52
1340460,2016-04-15 10:00:05
1340461,2016-04-15 10:00:40
1340462,2016-04-15 10:00:53
1340473,2016-04-15 10:03:54
1340474,2016-04-15 10:04:00
1340475,2016-04-15 10:04:22
1340476,2016-04-15 10:04:44
1340477,2016-04-15 10:05:07
1340478,2016-04-15 10:05:13
1340479,2016-04-15 10:05:30
1340480,2016-04-15 10:06:03
1340481,2016-04-15 10:06:21
1340482,2016-04-15 10:06:28
1340463,2016-04-15 10:01:22
1340464,2016-04-15 10:01:25
1340465,2016-04-15 10:01:31
1340466,2016-04-15 10:01:51
1340467,2016-04-15 10:02:44
1340468,2016-04-15 10:02:48
1340469,2016-04-15 10:03:04
1340470,2016-04-15 10:03:29
1340471,2016-04-15 10:03:37
1340472,2016-04-15 10:03:53
1340483,2016-04-15 10:06:54
1340484,2016-04-15 10:07:02
1340485,2016-04-15 10:07:09
1340486,2016-04-15 10:07:36
1340487,2016-04-15 10:07:48
1340488,2016-04-15 10:08:14
1340489,2016-04-15 10:08:46
1340490,2016-04-15 10:08:54
1340491,2016-04-15 10:08:59
1340492,2016-04-15 10:09:19
1340493,2016-04-15 10:09:42
1340494,2016-04-15 10:10:05
1340495,2016-04-15 10:10:11
1340496,2016-04-15 10:10:49
1340497,2016-04-15 10:10:53
1340498,2016-04-15 10:10:59
1340499,2016-04-15 10:11:06
1340500,2016-04-15 10:11:14
1340501,2016-04-15 10:11:23
1340502,2016-04-15 10:11:30
1340513,2016-04-15 10:13:14
1340514,2016-04-15 10:13:36
1340515,2016-04-15 10:13:39
1340516,2016-04-15 10:13:54
1340517,2016-04-15 10:14:16
1340518,2016-04-15 10:14:33
1340519,2016-04-15 10:14:48
1340520,2016-04-15 10:15:08
1340521,2016-04-15 10:15:12
1340522,2016-04-15 10:15:17
1340523,2016-04-15 10:15:50
1340524,2016-04-15 10:16:16
1340525,2016-04-15 10:16:29
1340526,2016-04-15 10:16:39
1340527,2016-04-15 10:16:41
1340528,2016-04-15 10:16:44
1340529,2016-04-15 10:17:05
1340530,2016-04-15 10:17:07
1340531,2016-04-15 10:17:19
1340532,2016-04-15 10:17:26
1340503,2016-04-15 10:11:31
1340504,2016-04-15 10:11:33
1340505,2016-04-15 10:11:55
1340506,2016-04-15 10:11:56
1340507,2016-04-15 10:12:09
1340508,2016-04-15 10:12:28
1340509,2016-04-15 10:12:34
1340510,2016-04-15 10:12:48
1340511,2016-04-15 10:13:06
1340512,2016-04-15 10:13:12
1340533,2016-04-15 10:17:47
1340534,2016-04-15 10:18:05
1340535,2016-04-15 10:18:13
1340536,2016-04-15 10:18:17
1340537,2016-04-15 10:18:19
1340538,2016-04-15 10:18:27
1340539,2016-04-15 10:18:45
1340540,2016-04-15 10:19:00
1340541,2016-04-15 10:19:06
1340542,2016-04-15 10:19:47
1340553,2016-04-15 10:22:46
1340554,2016-04-15 10:22:54
1340555,2016-04-15 10:23:05
1340556,2016-04-15 10:23:08
1340557,2016-04-15 10:23:14
1340558,2016-04-15 10:23:20
1340559,2016-04-15 10:23:32
1340560,2016-04-15 10:23:39
1340561,2016-04-15 10:24:09
1340562,2016-04-15 10:24:14
1340543,2016-04-15 10:19:51
1340544,2016-04-15 10:19:53
1340545,2016-04-15 10:20:55
1340546,2016-04-15 10:21:01
1340547,2016-04-15 10:21:08
1340548,2016-04-15 10:21:11
1340549,2016-04-15 10:21:28
1340550,2016-04-15 10:21:38
1340551,2016-04-15 10:22:00
1340552,2016-04-15 10:22:15
1340563,2016-04-15 10:24:18
1340564,2016-04-15 10:24:33
1340565,2016-04-15 10:24:48
1340566,2016-04-15 10:24:55
1340567,2016-04-15 10:25:05
1340568,2016-04-15 10:25:08
1340569,2016-04-15 10:26:12
1340570,2016-04-15 10:26:37
1340571,2016-04-15 10:26:46
1340572,2016-04-15 10:27:06
1340573,2016-04-15 10:27:44
1340574,2016-04-15 10:27:48
1340575,2016-04-15 10:27:57
1340576,2016-04-15 10:28:00
1340577,2016-04-15 10:28:35
1340578,2016-04-15 10:28:55
1340579,2016-04-15 10:29:04
1340580,2016-04-15 10:29:08
1340581,2016-04-15 10:29:22
1340582,2016-04-15 10:29:38
1340583,2016-04-15 10:29:41
1340584,2016-04-15 10:29:45
1340585,2016-04-15 10:29:50
1340586,2016-04-15 10:29:56
1340587,2016-04-15 10:30:12
1340588,2016-04-15 10:30:40
1340589,2016-04-15 10:30:51
1340590,2016-04-15 10:31:03
1340591,2016-04-15 10:31:10
1340592,2016-04-15 10:31:22
1340593,2016-04-15 10:31:27
1340594,2016-04-15 10:31:33
1340595,2016-04-15 10:31:35
1340596,2016-04-15 10:31:40
1340597,2016-04-15 10:31:58
1340598,2016-04-15 10:32:16
1340599,2016-04-15 10:32:32
1340600,2016-04-15 10:32:55
1340601,2016-04-15 10:33:13
1340602,2016-04-15 10:33:59
1340603,2016-04-15 10:34:16
1340604,2016-04-15 10:34:27
1340605,2016-04-15 10:34:29
1340606,2016-04-15 10:34:46
1340607,2016-04-15 10:34:58
1340608,2016-04-15 10:35:00
1340609,2016-04-15 10:35:28
1340610,2016-04-15 10:36:02
1340611,2016-04-15 10:36:14
1340612,2016-04-15 10:36:21
1340613,2016-04-15 10:36:54
1340614,2016-04-15 10:37:00
1340615,2016-04-15 10:38:08
1340616,2016-04-15 10:38:42
1340617,2016-04-15 10:38:51
1340618,2016-04-15 10:38:55
1340619,2016-04-15 10:39:01
1340620,2016-04-15 10:39:08
1340621,2016-04-15 10:39:15
1340622,2016-04-15 10:39:25
1340623,2016-04-15 10:39:42
1340624,2016-04-15 10:40:03
1340625,2016-04-15 10:40:18
1340626,2016-04-15 10:40:30
1340627,2016-04-15 10:40:44
1340628,2016-04-15 10:41:01
1340629,2016-04-15 10:41:17
1340630,2016-04-15 10:41:19
1340631,2016-04-15 10:41:47
1340632,2016-04-15 10:42:08
1340633,2016-04-15 10:42:17
1340634,2016-04-15 10:42:41
1340635,2016-04-15 10:42:43
1340636,2016-04-15 10:42:51
1340637,2016-04-15 10:42:53
1340638,2016-04-15 10:42:59
1340639,2016-04-15 10:43:04
1340640,2016-04-15 10:43:11
1340641,2016-04-15 10:43:18
1340642,2016-04-15 10:43:30
